user_id,age,location
236934,69.0,"lake oswego, oregon, usa"
244642,34.0,"bremerton, washington, usa"
255216,51.0,"san angelo, texas, usa"
196443,35.0,"shawnee, kansas, usa"
190389,34.0,"new york, usa"
175194,34.0,"omaha, nebraska, usa"
205254,34.0,"irvine, california, usa"
240352,27.0,"wilkesbarre, usa"
170071,60.0,"metairie, louisiana, usa"
5443,34.0,"east berlin, pennsylvania, usa"
146956,33.0,"phoenix, arizona, usa"
161875,27.0,"san clemente, california, usa"
179849,34.0,"rapid city, south dakota, usa"
183446,26.0,"denton, texas, usa"
232968,34.0,"portogruaro, venezia, italy"
238056,26.0,"rapid city, south dakota, usa"
43325,42.0,"chester springs, pennsylvania, usa"
86487,34.0,"laie, hawaii, usa"
5444,34.0,"cremona, lombardia, italy"
5649,34.0,"rome, usa"
8931,31.0,"milano, lombardia, italy"
29125,22.0,"siracusa, sicilia, italy"
39164,34.0,"cesano maderno, lombardia, italy"
65956,22.0,"priverno, lazio, italy"
67812,34.0,"ardea, lazio, italy"
72456,25.0,"modena, emilia romagna, italy"
76544,34.0,"padova, veneto, italy"
90569,34.0,"genova, liguria, italy"
188952,39.0,"roma, lazio, italy"
191352,34.0,"rimini, usa"
243091,24.0,"rome, lazio, italy"
248310,16.0,"belluno, veneto, italy"
50617,34.0,"toronto, usa"
247591,34.0,"lake george, new york, usa"
12514,34.0,"park city, utah, usa"
16183,14.0,"glen rock, new jersey, usa"
40462,46.0,"golden, colorado, usa"
59835,34.0,"brooklyn, new york, usa"
62257,34.0,"st louis, missouri, usa"
81332,34.0,"rochester, michigan, usa"
128739,33.0,"tidewater, virginia, usa"
144944,34.0,"hohokus, new jersey, usa"
149216,34.0,"san diego, california, usa"
150907,54.0,"boynton beach, florida, usa"
208722,34.0,"lemon grove, california, usa"
231296,34.0,"salt lake, utah, usa"
233331,30.0,"bowling green, ohio, usa"
250518,20.0,"kearns, utah, usa"
164698,17.0,"harrodsburg, kentucky, usa"
252869,14.0,"marysville, michigan, usa"
137928,13.0,"brentwood, new york, usa"
145130,34.0,"portland, oregon, usa"
7942,17.0,"el cajon, california, usa"
43892,34.0,"madison heights, michigan, usa"
62612,45.0,"hackettstown, new jersey, usa"
127189,34.0,"austin, texas, usa"
213849,16.0,"san pedro, california, usa"
225706,18.0,"amarillo, texas, usa"
5453,34.0,"melbourne, victoria, australia"
205546,34.0,"camlachie, ontario, canada"
210625,34.0,"melbourne, victoria, australia"
5458,34.0,"adelaide, south australia, australia"
5459,34.0,"frederick, maryland, usa"
166060,13.0,"laguna, philippines"
244660,16.0,"castleton, vermont, usa"
19528,34.0,"gulfport, florida, usa"
5462,34.0,"denton, texas, usa"
5463,31.0,"madrid, spain"
7552,25.0,"barcelona, spain"
69049,28.0,"alcorcn, madrid, spain"
82394,33.0,"barcelona, spain"
119979,21.0,"barcelona, catalunya, spain"
139494,37.0,"palma de mallorca, baleares, spain"
162134,34.0,"pittsburgh, pennsylvania, usa"
195075,42.0,"girona, spain"
207221,28.0,"madrid, spain"
5468,15.0,"no comment, wisconsin, usa"
5469,26.0,"savannah, georgia, usa"
5474,34.0,"lincoln park, michigan, usa"
21160,34.0,"reno, nevada, usa"
32893,34.0,"lathrup village, michigan, usa"
128149,34.0,"york, pennsylvania, usa"
45131,34.0,"st paul, minnesota, usa"
21819,60.0,"adel, georgia, usa"
37970,34.0,"mission viejo, california, usa"
51987,64.0,"phoenix, arizona, usa"
118173,23.0,"kansas city, missouri, usa"
157191,34.0,"phoenix, arizona, usa"
189131,34.0,"detroitish, michigan, usa"
190636,54.0,"henderson, nevada, usa"
228104,64.0,"chugiak, alaska, usa"
255079,34.0,"budd lake, usa"
259812,34.0,"bedford, new hampshire, usa"
146342,42.0,"houston, texas, usa"
184442,43.0,"richmond, umbria, usa"
195548,27.0,"cuyahoga falls, ohio, usa"
244674,34.0,"scotch creek, british columbia, canada"
30297,34.0,"los angeles, california, usa"
54305,34.0,"anacortes, washington, usa"
55767,37.0,"st louis, missouri, usa"
100662,34.0,"leesburg, virginia, usa"
180047,51.0,"kirkwood, missouri, usa"
192651,34.0,"milano, lombardia, italy"
223715,20.0,"cardiff, wales, united kingdom"
231617,34.0,"arlington, virginia, usa"
251151,49.0,"manhattan beach, california, usa"
271082,34.0,"riverside, california, usa"
86376,38.0,"atlanta, georgia, usa"
121920,34.0,"fredericktown, ohio, usa"
168626,34.0,"niles, michigan, usa"
118607,34.0,"katy, texas, usa"
180644,34.0,"plano, texas, usa"
248169,34.0,"baton rouge, louisiana, usa"
68198,34.0,"waterville valley, new hampshire, usa"
84261,34.0,"manchester, connecticut, usa"
91706,34.0,"ann arbor, usa"
108250,57.0,"gaithersburg, maryland, usa"
132367,66.0,"san diego, california, usa"
209957,34.0,"strasburg, virginia, usa"
233061,34.0,"glendale, arizona, usa"
264811,35.0,"knoxville, tennessee, usa"
249787,34.0,"batesville, arkansas, usa"
63581,49.0,"ft lauderdale, florida, usa"
244651,19.0,"corry, pennsylvania, usa"
15580,34.0,"decatur, georgia, usa"
91326,66.0,"mountainside, new jersey, usa"
124634,34.0,"la grande, oregon, usa"
277527,34.0,"oakland, california, usa"
149281,25.0,"chicago, illinois, usa"
155310,39.0,"mason, ohio, usa"
53994,40.0,"flagstaff, arizona, usa"
84675,50.0,"st louis, missouri, usa"
98021,44.0,"vancouver, british columbia, canada"
152823,54.0,"dunkirk, maryland, usa"
172970,42.0,"amersfoort, utrecht, netherlands"
266055,34.0,"durham, north carolina, usa"
268076,34.0,"berkeley, california, usa"
48078,34.0,"grove city, ohio, usa"
192731,34.0,"council bluffs, iowa, usa"
208706,62.0,"st charles, missouri, usa"
248401,34.0,"concord, california, usa"
24969,40.0,"santa rosa, california, usa"
166407,58.0,"brimley, michigan, usa"
81418,37.0,"plymouth, massachusetts, usa"
173966,34.0,"arlington, virginia, usa"
243886,61.0,"brandon, manitoba, canada"
261743,47.0,"bangor, maine, usa"
9884,32.0,"whitefish, montana, usa"
40813,34.0,"nw ohio, ohio, usa"
50891,55.0,"marshalltown, iowa, usa"
54679,46.0,"west cornwall, connecticut, usa"
102210,34.0,"port jefferson, new york, usa"
137119,49.0,"lancaster, pennsylvania, usa"
173259,37.0,"st petersburg, florida, usa"
145632,34.0,"boulder creek, california, usa"
208494,55.0,"shelton, washington, usa"
223947,36.0,"waterdown, usa"
260043,34.0,"upper saddle river, new jersey, usa"
260790,40.0,"vinhedo, so paulo, brazil"
197239,71.0,"seattle, usa"
35278,34.0,"edmonton, alberta, canada"
69587,34.0,"crestwood, kentucky, usa"
85507,34.0,"camp hill, pennsylvania, usa"
106340,57.0,"spring, texas, usa"
114182,32.0,"georgetown, ontario, canada"
183512,35.0,"brooksville, florida, usa"
212072,34.0,"poway, california, usa"
213784,34.0,"bowling green, kentucky, usa"
257763,16.0,"west conshohocken, pennsylvania, usa"
81051,39.0,"mascoutah, illinois, usa"
251457,44.0,"louisville, kentucky, usa"
153946,57.0,"biddeford, maine, usa"
277746,41.0,"valencia, california, usa"
105356,59.0,"torrington, connecticut, usa"
124103,43.0,"dundee, tayside, united kingdom"
139014,20.0,"victoria, british columbia, canada"
159637,34.0,"victoria, british columbia, canada"
196051,37.0,"pittsburgh, pennsylvania, usa"
258769,39.0,"edinburgh, scotland, united kingdom"
163117,32.0,"greensboro, north carolina, usa"
5489,60.0,"christchurch, canterbury, new zealand"
5492,48.0,"pittsburgh, pennsylvania, usa"
5498,34.0,"cobourg, ontario, canada"
7469,18.0,"woodstock, georgia, usa"
267644,43.0,"apo, armed forces pacific, usa"
222872,34.0,"chattanooga, tennessee, usa"
151604,33.0,"sault ste marie, ontario, canada"
137999,73.0,"livonia, michigan, usa"
220641,28.0,"steadele, quebec, canada"
140735,23.0,"san diego, california, usa"
226432,33.0,"louisville, kentucky, usa"
233399,34.0,"new bern, north carolina, usa"
7392,34.0,"jacksonville, florida, usa"
21438,44.0,"fort laduerdale, florida, usa"
91569,52.0,"chicago, illinois, usa"
123053,56.0,"fayetteville, georgia, usa"
35090,66.0,"scottsbluff nebraska , nebraska, usa"
208047,38.0,"round rock, texas, usa"
209657,34.0,"santa ana, usa"
178467,53.0,"columbus, ohio, usa"
237406,30.0,"danbury, connecticut, usa"
13993,28.0,"arlington, virginia, usa"
42254,38.0,"shawnee, kansas, usa"
49534,31.0,"gijon, asturias, spain"
54114,36.0,"auburn hills, michigan, usa"
109420,38.0,"irvine, california, usa"
133702,36.0,"north pole, alaska, usa"
244811,59.0,"columbia, missouri, usa"
34997,50.0,"bendigo, victoria, australia"
5505,34.0,"earth, milky way, space"
272667,31.0,"london, england, united kingdom"
201972,34.0,"janesville, wisconsin, usa"
258789,47.0,"flesherton, ontario, canada"
67797,34.0,"dickinson, texas, usa"
88335,63.0,"bakersfield, california, usa"
266966,34.0,"midland, michigan, usa"
5507,34.0,"ila, georgia, usa"
5513,17.0,"salamanca, spain"
5517,53.0,"milwaukee, wisconsin, usa"
5526,49.0,"dale city, virginia, usa"
5535,22.0,"bruxelles, bruxellescapitale, belgium"
230469,14.0,"sevres, iledefrance, france"
5536,34.0,"soquel, california, usa"
148775,71.0,"rainbow, california, usa"
5537,34.0,"barceloneta, puerto rico, usa"
109032,34.0,"austin, texas, usa"
8292,34.0,"minneapolis, minnesota, usa"
11024,64.0,"lacygne, kansas, usa"
55412,45.0,"portland, oregon, usa"
57470,39.0,"moedling, niederoesterreich, austria"
146195,47.0,"oakland, california, usa"
199658,57.0,"dallas, oregon, usa"
228498,56.0,"zachary, louisiana, usa"
215614,34.0,"south pasadena, california, usa"
33979,34.0,"greencastle, indiana, usa"
34566,51.0,"cobargo, new south wales, australia"
205199,34.0,"las cruces, new mexico, usa"
255062,45.0,"macedon, new york, usa"
110637,36.0,"chico, california, usa"
124818,44.0,"greensboro, north carolina, usa"
199347,34.0,"bloomington, illinois, usa"
250578,34.0,"kent, washington, usa"
259817,15.0,"markham, ontario, canada"
68343,27.0,"dallas, texas, usa"
207657,63.0,"galesburg, illinois, usa"
270265,56.0,"fort leonard wood, missouri, usa"
15807,27.0,"omaha, nebraska, usa"
180926,34.0,"shearstown, newfoundland, canada"
206920,34.0,"logan, iowa, usa"
27291,19.0,"joplin, missouri, usa"
55314,18.0,"miami, florida, usa"
59450,29.0,"chicago, illinois, usa"
117643,26.0,"anchorage, alaska, usa"
138523,31.0,"rochester hills, michigan, usa"
141043,50.0,"oak park, illinois, usa"
180705,36.0,"chicago, illinois, usa"
266576,44.0,"fresno, california, usa"
179295,28.0,"sacramento, california, usa"
66086,56.0,"san marcos, california, usa"
92280,49.0,"kansas city, missouri, usa"
175591,35.0,"gatineau, quebec, canada"
218272,55.0,"ventura, california, usa"
225324,52.0,"tacoma, washington, usa"
229674,57.0,"saskatoon, saskatchewan, canada"
141433,34.0,"dallas, texas, usa"
191798,34.0,"arlington, massachusetts, usa"
208859,34.0,"dallas, texas, usa"
236841,34.0,"north vancouver, british columbia, canada"
8212,21.0,"wichita, kansas, usa"
230413,34.0,"wichita, kansas, usa"
272709,61.0,"roscoe, illinois, usa"
272255,23.0,"norcross, georgia, usa"
196415,34.0,"london, england, united kingdom"
249586,34.0,"san diego, california, usa"
12258,34.0,"chicago, illinois, usa"
108257,50.0,"sherwood, oregon, usa"
181137,53.0,"blackfoot, idaho, usa"
47194,36.0,"linton, indiana, usa"
103606,13.0,"jacksonville, florida, usa"
201755,34.0,"el segundo, california, usa"
259194,14.0,"huntington, indiana, usa"
70460,34.0,"fresno, california, usa"
89917,31.0,"glendale, arizona, usa"
95954,60.0,"norfolk, virginia, usa"
170277,34.0,"denton, texas, usa"
255121,46.0,"victoria, british columbia, canada"
261736,34.0,"booneville, arkansas, usa"
226433,48.0,"edmonton, alberta, canada"
74908,18.0,"almada, lisboa, portugal"
210475,34.0,"calgary, alberta, canada"
240544,17.0,"parma heights, ohio, usa"
98518,34.0,"san diego, california, usa"
5553,23.0,"london, england, united kingdom"
66545,38.0,"salem, oregon, usa"
207320,21.0,"crescent city, california, usa"
219060,24.0,"west hempstead, new york, usa"
262523,21.0,"humble, texas, usa"
270134,33.0,"etters, pennsylvania, usa"
48495,30.0,"copenhagen, sjlland, denmark"
116103,56.0,"ventura, california, usa"
58042,34.0,"bedford, massachusetts, usa"
125210,34.0,"bedford, massachusetts, usa"
5576,23.0,"halifax, nova scotia, canada"
115511,12.0,"fair oaks, california, usa"
181567,39.0,"lacey, washington, usa"
268450,34.0,"guernsey, united kingdom"
99436,34.0,"san diego, california, usa"
37333,34.0,"victoria, british columbia, canada"
213666,42.0,"pensacola, florida, usa"
51663,43.0,"lakeville, minnesota, usa"
61106,37.0,"portland, oregon, usa"
96692,34.0,"westland, michigan, usa"
108406,34.0,"irvine, california, usa"
214840,34.0,"melrose, massachusetts, usa"
237982,34.0,"savannah, georgia, usa"
275689,46.0,"goutevernisse, midipyrenees, france"
25221,34.0,"springfield, missouri, usa"
76815,22.0,"oakville, ontario, canada"
159259,34.0,"ottawa, ontario, canada"
176650,31.0,"denver, colorado, usa"
174921,34.0,"duluth, minnesota, usa"
202074,34.0,"benton city, washington, usa"
45158,40.0,"long island, new york, usa"
207183,55.0,"tuscaloosa, alabama, usa"
224420,34.0,"senneville, quebec, canada"
55351,54.0,"middle island, new york, usa"
226489,34.0,"paw paw, michigan, usa"
108526,34.0,"joplin, missouri, usa"
182137,26.0,"grosse pointe, michigan, usa"
62256,34.0,"oldsmar, florida, usa"
203176,34.0,"great falls, montana, usa"
239746,30.0,"blue ridge, virginia, usa"
72276,34.0,"london, usa"
21435,34.0,"rochester, new york, usa"
67251,45.0,"houston, texas, usa"
89069,60.0,"wales, wisconsin, usa"
218345,39.0,"ottawa, ontario, canada"
30466,24.0,"sylmar, california, usa"
17446,20.0,"whittier, california, usa"
61333,35.0,"odenton, maryland, usa"
106782,32.0,"grand rapids, michigan, usa"
50956,34.0,"lakewood, colorado, usa"
38039,17.0,"deltona, florida, usa"
110381,21.0,"norman, oklahoma, usa"
139733,34.0,"baton rouge, louisiana, usa"
162584,34.0,"baton rouge, louisiana, usa"
177159,43.0,"calgary, alberta, canada"
206001,17.0,"baton rouge, louisiana, usa"
264880,34.0,"baton rouge, louisiana, usa"
5867,24.0,"new orleans, louisiana, usa"
206907,23.0,"rotterdam, zuidholland, netherlands"
152597,24.0,"waukegan, illinois, usa"
16280,24.0,"west liberty, iowa, usa"
34688,35.0,"wauwatosa, wisconsin, usa"
189569,45.0,"sunnyvale, california, usa"
71513,23.0,"anoka, minnesota, usa"
130985,15.0,"broadalbin, new york, usa"
158936,34.0,"lexington, kentucky, usa"
203309,19.0,"bemidji, minnesota, usa"
207934,20.0,"wausau, wisconsin, usa"
229392,34.0,"tally, florida, usa"
89466,34.0,"cartersville, georgia, usa"
82925,43.0,"memphis, tennessee, usa"
117883,34.0,"fredericton, new brunswick, canada"
133006,34.0,singapore
276297,26.0,"elmwood park, illinois, usa"
158842,34.0,"las vegas, nevada, usa"
273508,33.0,"oxford, michigan, usa"
239344,59.0,"danbury, connecticut, usa"
238291,35.0,"moncton, new brunswick, canada"
270375,34.0,"george town, grand cayman, cayman islands"
12371,34.0,"vancouver, british columbia, canada"
14083,34.0,"mechanicsburg, pennsylvania, usa"
273177,34.0,"miami, florida, usa"
69727,25.0," berg, thurgau, switzerland"
169860,34.0,"boston, massachusetts, usa"
242601,34.0,"fairfax, virginia, usa"
250505,50.0,"olympia, washington, usa"
103523,34.0,"cincinnati, ohio, usa"
114195,34.0,"tampa, florida, usa"
200357,34.0,"san francisco, california, usa"
207247,26.0,"key west, florida, usa"
217005,34.0,"san angelo, texas, usa"
218933,21.0,"espoo, uusimaa, finland"
14156,21.0,"tucson, arizona, usa"
14571,37.0,"east lansing, michigan, usa"
59421,34.0,"reston, virginia, usa"
106966,32.0,"richmond, virginia, usa"
213938,34.0,"seattle, washington, usa"
42394,44.0,"hanover, virginia, usa"
266792,34.0,"whittier, california, usa"
46221,34.0,"baltimore, maryland, usa"
55783,44.0,"springfield, massachusetts, usa"
79916,18.0,"st charles, missouri, usa"
217989,34.0,"melbourne, victoria, australia"
259517,23.0,"schaumburg, illinois, usa"
28219,42.0,"cape town, western cape, south africa"
275473,35.0,"vacaria, rio grande do sul, brazil"
255952,34.0,"yorktown, virginia, usa"
55665,34.0,"austin, texas, usa"
205474,34.0,"drayton valley, alberta, canada"
207295,34.0,"dallas, texas, usa"
209861,34.0,"bethalto, usa"
182306,34.0,"minneapolis, minnesota, usa"
5584,34.0,"east greenwich, rhode island, usa"
9105,39.0,"iowa city, iowa, usa"
15190,32.0,"duesseldorf, nordrheinwestfalen, germany"
21468,43.0,"los angeles, california, usa"
41578,34.0,"everett, washington, usa"
48077,46.0,"dallas, georgia, usa"
49324,34.0,"dumont, new jersey, usa"
56861,56.0,"plano, texas, usa"
73144,25.0,"quad cities, illinois, usa"
81128,44.0,"dsseldorf, nordrheinwestfalen, germany"
97915,18.0,"perth, western australia, australia"
108147,34.0,"hazelwood, missouri, usa"
127117,34.0,"toronto, ontario, canada"
136839,34.0,"frederick, usa"
144227,34.0,"edmonton, alberta, canada"
149252,34.0,"winstonsalem, north carolina, usa"
151079,40.0,"sinking spring, pennsylvania, usa"
151982,34.0,"roselle, new jersey, usa"
155872,69.0,"london, ontario, canada"
156494,34.0,"tuscaloosa, alabama, usa"
187059,21.0,"port huron, michigan, usa"
210588,25.0,"bellingham, washington, usa"
238968,34.0,"horseheads, new york, usa"
248985,19.0,"edmonton, alberta, canada"
270618,34.0,"georgetown, ontario, canada"
32134,27.0,"wilmington, delaware, usa"
5591,58.0,"webster, florida, usa"
124692,34.0,"edmonton, alberta, canada"
51956,31.0,"barcelona, spain"
5595,34.0,"cheongju, choongbuk, south korea"
97619,32.0,"toronto, ontario, canada"
242155,34.0,"sumner, washington, usa"
5599,38.0,"edinburgh, usa"
39206,34.0,"bend, oregon, usa"
54053,23.0,"springfield, missouri, usa"
58677,34.0,"hamilton, ontario, canada"
85884,34.0,"nederland, colorado, usa"
90474,21.0,"pittsburgh, pennsylvania, usa"
96545,29.0,"salt lake city, utah, usa"
105762,34.0,"bend, oregon, usa"
164187,51.0,"somerville, new jersey, usa"
174732,39.0,"manhattan, kansas, usa"
186812,34.0,"brooklyn, new york, usa"
202291,38.0,"carlsbad, california, usa"
205709,26.0,"san rafael, california, usa"
252653,34.0,"mobile, alabama, usa"
265800,25.0,"edinburgh, scotland, united kingdom"
37640,34.0,"las vegas, nevada, usa"
46696,17.0,"mesa, arizona, usa"
67376,34.0,"newport, rhode island, usa"
88835,34.0,"phoenix, arizona, usa"
104772,34.0,"bermuda dunes, california, usa"
132427,34.0,"johnsburg, illinois, usa"
154605,34.0,"sarasota, florida, usa"
202237,34.0,"portland, oregon, usa"
205875,34.0,"arcata, california, usa"
232503,34.0,"newport, rhode island, usa"
238450,24.0,"brisbane, queensland, australia"
35420,34.0,"wien, austria"
104325,37.0,"vienna, austria"
186628,38.0,"mohrkirch, schleswigholstein, germany"
191815,20.0,"tradate, lombardia, italy"
110097,58.0,"newcastle, california, usa"
159724,50.0,"acworth, georgia, usa"
17247,23.0,"bucuresti, usa"
32074,31.0,"ft myers, florida, usa"
35508,34.0,"edmonton, alberta, canada"
108362,34.0,"atlanta, georgia, usa"
23219,34.0,"southampton, bermuda"
54514,34.0,"greeley, colorado, usa"
112701,34.0,"atlanta, georgia, usa"
273698,54.0,"berkeley, california, usa"
221695,34.0,"selkirk, manitoba, canada"
34603,34.0,"stinson beach, california, usa"
69522,34.0,"allendale, michigan, usa"
224023,33.0,"craiova, dolj, romania"
93287,37.0,"turner, australian capital territory, australia"
158794,34.0,"fairbanks, alaska, usa"
213848,66.0,"davis, illinois, usa"
230695,41.0,"portland, oregon, usa"
240727,34.0,"brooklyn, new york, usa"
269113,33.0,"ardersier, scotland, united kingdom"
10209,29.0,"wichita, kansas, usa"
122400,34.0,"sidney, illinois, usa"
262457,65.0,"cliffside park, new jersey, usa"
17245,38.0,"glasgow, kentucky, usa"
221443,24.0,"mesa, arizona, usa"
252644,26.0,"copenhagen, sjlland, denmark"
60942,18.0,"silver spring, maryland, usa"
64082,34.0,"mt pleasant, usa"
172774,34.0,"mt pleasant, michigan, usa"
86270,33.0,"oxford, england, united kingdom"
74523,41.0,"romulus, michigan, usa"
94802,47.0,"santa barbara, california, usa"
134903,34.0,"new york, usa"
113127,34.0,"fairview, tennessee, usa"
120817,33.0,"stafford, virginia, usa"
54207,34.0,"norman, oklahoma, usa"
103164,62.0,"covington, washington, usa"
157439,36.0,"fanrborough, spain"
215448,38.0,"port moody, british columbia, canada"
267718,32.0,"carrboro, north carolina, usa"
33101,34.0,"columbus, ohio, usa"
100996,34.0,"elizabethtown, kentucky, usa"
140007,20.0,"montreal, quebec, canada"
260647,27.0,"montgomery, alabama, usa"
23597,44.0,"bettendorf, iowa, usa"
131545,31.0,"eagan, minnesota, usa"
144502,40.0,"williamsburg, virginia, usa"
148365,52.0,"intercession city, florida, usa"
220665,34.0,"campbellsport, wisconsin, usa"
21240,54.0,"milwaukie, oregon, usa"
21355,62.0,"montrose, colorado, usa"
32725,64.0,"des moines, ia, polk"
89452,24.0,"cleveland, ohio, usa"
99336,24.0,"denison, texas, usa"
205226,28.0,"smyrna, georgia, usa"
221075,34.0,"licking, missouri, usa"
260213,30.0,"anoka, minnesota, usa"
276637,34.0,"yankton, south dakota, usa"
198216,19.0,"littleton, massachusetts, usa"
29185,30.0,"folkestone, england, united kingdom"
150312,50.0,"toronto, ontario, canada"
225997,22.0,"idaho falls, idaho, usa"
274191,74.0,"paducah, kentucky, usa"
64367,19.0,"berlin, germany"
47776,34.0,"reigate, surrey, united kingdom"
5619,52.0,"paris, ile de france, france"
22974,34.0,"paris, iledefrance, france"
55455,24.0,"aix en provence, bouches du rhne, france"
159592,33.0,"toulouse, hautegaronne, france"
167012,44.0,"strasbourg, alsace, france"
171569,29.0,"rennes, bretagne, france"
192068,38.0,"le mont, vaud, switzerland"
85109,21.0,"pontevedra, galiza, spain"
166432,24.0,"logroo, la rioja, spain"
277556,42.0,"redondo beach, california, usa"
44576,34.0,"christchurch, canterbury, new zealand"
132601,34.0,"woodinville, washington, usa"
138690,34.0,"fresh meadows, new york, usa"
123093,34.0,"holliston, massachusetts, usa"
125501,34.0,"new york, usa"
140970,34.0,"beaverton, oregon, usa"
147331,33.0,"stuttgart, badenwuerttemberg, germany"
161410,34.0,"wbabylon, new york, usa"
255071,57.0,"augsburg, bayern, germany"
131704,32.0,"kinross, western australia, australia"
138871,34.0,"millbury, ohio, usa"
5639,34.0,"roma, lazio, italy"
142659,34.0,"chesterfield, new hampshire, usa"
153967,34.0,"portland, maine, usa"
158589,54.0,"toronto, ontario, canada"
182497,34.0,"boston, massachusetts, usa"
57786,43.0,"clones, comonaghan, ireland"
149365,34.0,"bissone, ticino, switzerland"
175370,43.0,"london, england, united kingdom"
27723,40.0,"roma, lazio, italy"
20499,40.0,"roma, lazio, italy"
240871,34.0,"latina, lazio, italy"
5644,23.0,"paris, ile de france, france"
187754,27.0,"paris, ile de france, france"
140323,34.0,"montreal, quebec, canada"
253858,27.0,"strasbourg, alsace, france"
5653,13.0,"sydney, new south wales, australia"
54614,34.0,"midwest city, oklahoma, usa"
98665,34.0,"highland park, new jersey, usa"
192177,34.0,"seaside, oregon, usa"
239561,63.0,"alpharetta, georgia, usa"
13844,34.0,"hawthorne, new jersey, usa"
30417,34.0,"millbrae, california, usa"
64848,39.0,"huffman, texas, usa"
122462,34.0,"raleigh, north carolina, usa"
158317,34.0,"dallas, texas, usa"
184387,28.0,"circleville, west virginia, usa"
219721,34.0,"longwood, florida, usa"
146202,47.0,"chesapeake, virginia, usa"
151237,34.0,"huntsville, usa"
7916,34.0,"marysville, usa"
148915,58.0,"regina, saskatchewan, canada"
154851,35.0,"berwyn, illinois, usa"
258623,34.0,"medford, new york, usa"
105173,34.0,"everett, washington, usa"
76759,23.0,"altamont, new york, usa"
147572,27.0,"charleston, south carolina, usa"
189972,34.0,"marietta, pennsylvania, usa"
13947,32.0,"jakarta, north carolina, usa"
121596,34.0,"milford, new hampshire, usa"
182676,43.0,"bendigo, victoria, australia"
208570,45.0,"wellington, florida, usa"
31415,34.0,"lyndoch, south australia, australia"
5674,15.0,"jackson, new jersey, usa"
105468,34.0,"collierville, tennessee, usa"
238278,32.0,"new york, usa"
240031,34.0,"richmond, virginia, usa"
39323,70.0,"benbrook, texas, usa"
114594,34.0,"atlanta, georgia, usa"
144083,34.0,"stevensville, michigan, usa"
226946,23.0,"dublin, leinster, ireland"
231390,15.0,"albuquerque, new mexico, usa"
5677,34.0,"hinsdale, illinois, usa"
24222,48.0,"erie, pennsylvania, usa"
114349,34.0,"ottawa, ontario, canada"
177376,34.0,"malvern, pennsylvania, usa"
183454,53.0,"middlebury, vermont, usa"
266977,58.0,"boulder, colorado, usa"
5678,34.0,"seattle, washington, usa"
268867,34.0,"renton, washington, usa"
5683,16.0,"lancaster, pennsylvania, usa"
35458,22.0,"dortmund, nordrheinwestfalen, germany"
77106,36.0,"dsseldorf, nordrheinwestfalen, germany"
118336,34.0,"erie, pennsylvania, usa"
198822,36.0,"gueda, aveiro, portugal"
39428,34.0,"po box , arizona, usa"
252377,38.0,"holland, michigan, usa"
92351,34.0,"seattle, washington, usa"
131293,25.0,"tecumseh, kansas, usa"
199352,46.0,"seattle, washington, usa"
133962,9.0,"rosebud, alberta, canada"
21623,15.0,"kalorama, victoria, australia"
48421,34.0,"massachusetts, usa"
129086,16.0,"alhambra, california, usa"
191982,34.0,"charleston, south carolina, usa"
55163,34.0,"portland, oregon, usa"
161161,34.0,"shenandoah, iowa, usa"
189079,34.0,"helotes, texas, usa"
232790,24.0,"amherst, nova scotia, canada"
74164,17.0,"foxboro, massachusetts, usa"
256798,34.0,"potter valley, california, usa"
13775,18.0,"cave creek, arizona, usa"
27606,15.0,"seattle, washington, usa"
32608,49.0,"seattle, washington, usa"
64183,19.0,"wilmington, delaware, usa"
95084,17.0,"flintstone, georgia, usa"
104664,21.0,"oregon city, oregon, usa"
178720,16.0,"charlotte, north carolina, usa"
205481,30.0,"san diego, california, usa"
246730,34.0,"oregon city, oregon, usa"
198969,24.0,"nanaimo, british columbia, canada"
13685,21.0,"helsinki, uusimaa, finland"
42025,29.0,"oulu, pohjoispohjanmaa, finland"
136338,60.0,"the woodlands, texas, usa"
163010,34.0,"portland, oregon, usa"
197159,28.0,"namur, wallonie, belgium"
277253,24.0,"langley, british columbia, canada"
139653,34.0,"chula vista, california, usa"
184645,24.0,"fort worth, texas, usa"
242998,34.0,"coatesville, pennsylvania, usa"
146392,34.0,"west hollywood, california, usa"
184482,34.0,"fort valley, virginia, usa"
208569,25.0,"lemon grove, california, usa"
87975,20.0,"muntinlupa, metro manila, philippines"
7637,28.0,"tavistock, ontario, canada"
196465,43.0,"philadelphia, pennsylvania, usa"
216059,34.0,"riverside, connecticut, usa"
63637,26.0,"philadelphia, pennsylvania, usa"
243216,24.0,"suginamiku, tokyo, japan"
115006,55.0,"canberra, australian capital territory, australia"
181049,34.0,"newtown, new south wales, australia"
5726,57.0,"sheffield, derbyshire, united kingdom"
15568,34.0,"des moines, iowa, usa"
30483,34.0,"west orange, new jersey, usa"
30546,67.0,"lynn haven, florida, usa"
38726,51.0,"bradley beach, new jersey, usa"
83890,53.0,"alamo, california, usa"
128347,39.0,"fresnes, val de marne, france"
172972,34.0,"yorktown heights, new york, usa"
203948,34.0,"baltimore, maryland, usa"
250855,42.0,"nassawadox, virginia, usa"
266104,53.0,"santa clara, california, usa"
103293,24.0,"jefferson city, missouri, usa"
192331,25.0,"williamsport, pennsylvania, usa"
271417,29.0,"round lake beach, illinois, usa"
59285,24.0,"heilbronn, badenwuerttemberg, germany"
